Target (Entrez)	Target (Gene Symbol)	P-value (global)	P-value (local)	Association	microRNA
342667	STAC2	0.000279	0.00122	negative	hsa-miR-26b
342667	STAC2	0.000279	0.000448	positive	hsa-miR-494
30837	SOCS7	0.00028	1.52e-05	negative	hsa-miR-218
30837	SOCS7	0.00028	0.000599	negative	hsa-miR-365
3014	H2AFX	0.00028	0.00028	negative	hsa-miR-24
23362	PSD3	0.00028	0.000131	positive	hsa-miR-135a
23362	PSD3	0.00028	0.00164	positive	hsa-miR-218
54928	IMPAD1	0.000282	0.000136	positive	hsa-miR-125a-5p
54928	IMPAD1	0.000282	0.000368	positive	hsa-miR-26b
54928	IMPAD1	0.000282	0.00153	positive	hsa-miR-182
6678	SPARC	0.000282	0.000282	positive	hsa-miR-495
79722	ANKRD55	0.000283	0.000283	negative	hsa-miR-135a
10910	SUGT1	0.000285	0.000224	positive	hsa-miR-200b
84925	DIRC2	0.000285	0.000117	positive	hsa-miR-135a
84925	DIRC2	0.000285	0.00183	positive	hsa-miR-199b-3p
81847	RNF146	0.000286	6.16e-07	negative	hsa-miR-371-5p
81847	RNF146	0.000286	1.3e-06	positive	hsa-miR-340
92312	MEX3A	0.000287	0.00151	negative	hsa-miR-139-5p
92312	MEX3A	0.000287	0.000144	positive	hsa-miR-760
92312	MEX3A	0.000287	0.000671	positive	hsa-miR-665
23040	MYT1L	0.000289	3.42e-06	negative	hsa-miR-374b
23040	MYT1L	0.000289	2.4e-05	negative	hsa-miR-195
23040	MYT1L	0.000289	0.000766	negative	hsa-miR-15a
23040	MYT1L	0.000289	0.00121	negative	hsa-miR-135a
23040	MYT1L	0.000289	0.00272	negative	hsa-miR-340
23040	MYT1L	0.000289	0.000558	positive	hsa-miR-491-5p
23040	MYT1L	0.000289	0.00075	positive	hsa-miR-1228
23040	MYT1L	0.000289	0.00103	positive	hsa-miR-188-5p
163404	LPPR5	0.000289	0.000273	negative	hsa-miR-28-5p
163404	LPPR5	0.000289	0.00118	positive	hsa-miR-631
1758	DMP1	0.000289	0.000269	negative	hsa-let-7c
1758	DMP1	0.000289	0.00104	positive	hsa-miR-548c-3p
90861	HN1L	0.00029	0.00029	negative	hsa-miR-409-3p
83690	CRISPLD1	0.00029	0.000174	positive	hsa-miR-29c
83690	CRISPLD1	0.00029	0.000283	positive	hsa-miR-29a
10558	SPTLC1	0.00029	0.000147	positive	hsa-miR-374a
10558	SPTLC1	0.00029	0.00037	positive	hsa-miR-16
10558	SPTLC1	0.00029	0.000826	positive	hsa-miR-195
10558	SPTLC1	0.00029	0.00127	positive	hsa-miR-15a
56261	GPCPD1	0.000291	2.55e-08	positive	hsa-miR-30c
56261	GPCPD1	0.000291	4.44e-06	positive	hsa-miR-582-5p
56261	GPCPD1	0.000291	2.24e-05	positive	hsa-miR-29b
5927	KDM5A	0.000292	3.74e-05	negative	hsa-miR-671-5p
5927	KDM5A	0.000292	0.000713	positive	hsa-miR-132
23309	SIN3B	0.000294	1.31e-05	negative	hsa-miR-96
84295	PHF6	0.000295	1.16e-07	positive	hsa-miR-17
84295	PHF6	0.000295	2.4e-07	positive	hsa-miR-20b
84295	PHF6	0.000295	9.37e-07	positive	hsa-miR-93
84295	PHF6	0.000295	2.17e-06	positive	hsa-miR-128
84295	PHF6	0.000295	8.99e-05	positive	hsa-miR-106a
84295	PHF6	0.000295	0.00248	positive	hsa-miR-26b
493	ATP2B4	0.000296	7.59e-11	positive	hsa-miR-29a
493	ATP2B4	0.000296	2.88e-05	positive	hsa-miR-29b
23012	STK38L	0.000296	3.54e-06	positive	hsa-miR-34a
23012	STK38L	0.000296	5.8e-06	positive	hsa-miR-374b
23012	STK38L	0.000296	8.85e-06	positive	hsa-miR-374a
23012	STK38L	0.000296	0.00135	positive	hsa-miR-135a
84937	ZNRF1	0.000296	1.42e-05	negative	hsa-miR-30b
84937	ZNRF1	0.000296	8.18e-05	negative	hsa-miR-30c
84937	ZNRF1	0.000296	0.00023	negative	hsa-miR-30e
1840	DTX1	0.000296	1.5e-05	negative	hsa-miR-324-5p
1840	DTX1	0.000296	0.00121	negative	hsa-miR-331-3p
1840	DTX1	0.000296	0.000935	positive	hsa-miR-765
192683	SCAMP5	0.000297	1.01e-08	negative	hsa-miR-29a
192683	SCAMP5	0.000297	8e-04	negative	hsa-miR-29b
192683	SCAMP5	0.000297	0.000216	positive	hsa-miR-625
130733	TMEM178A	0.000297	9.18e-05	positive	hsa-miR-153
9628	RGS6	0.000298	2.94e-06	negative	hsa-miR-27b
9628	RGS6	0.000298	0.000233	negative	hsa-miR-128
9628	RGS6	0.000298	0.0012	negative	hsa-miR-221
30010	NXPH1	0.000298	9.67e-06	negative	hsa-miR-455-5p
30010	NXPH1	0.000298	0.00019	negative	hsa-miR-195
57532	NUFIP2	0.000298	0.00214	negative	hsa-miR-1224-5p
57532	NUFIP2	0.000298	0.00251	negative	hsa-miR-874
57532	NUFIP2	0.000298	0.0239	negative	hsa-miR-548c-3p
57532	NUFIP2	0.000298	0.038	negative	hsa-miR-328
57532	NUFIP2	0.000298	0.056	negative	hsa-miR-584
57532	NUFIP2	0.000298	0.0868	negative	hsa-miR-125a-3p
57532	NUFIP2	0.000298	0.444	negative	hsa-miR-520d-3p
57532	NUFIP2	0.000298	0.471	negative	hsa-miR-940
57532	NUFIP2	0.000298	0.00298	positive	hsa-miR-429
57532	NUFIP2	0.000298	0.0051	positive	hsa-miR-582-5p
57532	NUFIP2	0.000298	0.0159	positive	hsa-miR-23b
57532	NUFIP2	0.000298	0.0325	positive	hsa-miR-365
57532	NUFIP2	0.000298	0.0594	positive	hsa-miR-31
57532	NUFIP2	0.000298	0.189	positive	hsa-miR-182
57532	NUFIP2	0.000298	0.377	positive	hsa-miR-200c
57532	NUFIP2	0.000298	0.536	positive	hsa-miR-193a-3p
57532	NUFIP2	0.000298	0.629	positive	hsa-miR-378
57532	NUFIP2	0.000298	0.959	positive	hsa-miR-139-5p
154215	NKAIN2	0.000298	0.00223	negative	hsa-miR-203
154215	NKAIN2	0.000298	0.00292	negative	hsa-miR-224
154215	NKAIN2	0.000298	0.00362	positive	hsa-miR-548c-3p
64864	RFX7	0.000299	1.83e-05	positive	hsa-miR-30c
64864	RFX7	0.000299	0.000392	positive	hsa-miR-454
7321	UBE2D1	0.000299	1.52e-05	positive	hsa-miR-454
7321	UBE2D1	0.000299	0.000112	positive	hsa-miR-26b
7321	UBE2D1	0.000299	0.000656	positive	hsa-miR-340
84451	KIAA1804	0.000301	1.35e-05	negative	hsa-miR-195
84451	KIAA1804	0.000301	0.000719	negative	hsa-miR-497
9783	RIMS3	0.000301	0.000438	negative	hsa-miR-200b
9783	RIMS3	0.000301	0.000166	positive	hsa-miR-636
9783	RIMS3	0.000301	0.00316	positive	hsa-miR-198
57661	PHRF1	0.000301	3.24e-06	negative	hsa-miR-374a
57661	PHRF1	0.000301	1.49e-05	negative	hsa-miR-374b
51362	CDC40	0.000302	8.73e-05	positive	hsa-miR-23b
51362	CDC40	0.000302	0.00146	positive	hsa-miR-132
57210	SLC45A4	0.000302	0.000302	negative	hsa-let-7i
203068	TUBB	0.000303	0.000396	positive	hsa-miR-429
23339	VPS39	0.000304	0.000304	positive	hsa-miR-31
5252	PHF1	0.000306	4.11e-08	negative	hsa-miR-93
5252	PHF1	0.000306	9.68e-07	negative	hsa-miR-106b
5252	PHF1	0.000306	2.79e-05	negative	hsa-miR-20a
5252	PHF1	0.000306	4.45e-05	negative	hsa-miR-17
5252	PHF1	0.000306	0.00034	negative	hsa-miR-194
5252	PHF1	0.000306	0.00106	negative	hsa-miR-20b
5252	PHF1	0.000306	0.000211	positive	hsa-miR-361-3p
4808	NHLH2	0.000307	0.0019	negative	hsa-miR-30b
4808	NHLH2	0.000307	0.00176	positive	hsa-miR-30d
11314	CD300A	0.000307	0.000307	positive	hsa-miR-198
92815	HIST3H2A	0.000308	0.000308	positive	hsa-miR-760
220972	MARCH8	0.000309	0.000265	negative	hsa-miR-512-3p
220972	MARCH8	0.000309	3.5e-09	positive	hsa-miR-30c
220972	MARCH8	0.000309	0.000299	positive	hsa-miR-30b
80012	PHC3	0.000309	3e-07	positive	hsa-miR-30c
80012	PHC3	0.000309	2.36e-06	positive	hsa-miR-195
80012	PHC3	0.000309	9.86e-05	positive	hsa-miR-30b
3177	SLC29A2	0.00031	0.00136	negative	hsa-miR-200a
3177	SLC29A2	0.00031	3.07e-07	positive	hsa-miR-93
1027	CDKN1B	0.00031	0.000468	negative	hsa-miR-548c-3p
1027	CDKN1B	0.00031	0.00264	positive	hsa-miR-221
1027	CDKN1B	0.00031	0.00556	positive	hsa-miR-222
1027	CDKN1B	0.00031	0.00798	positive	hsa-miR-24
2033	EP300	0.00031	1.48e-05	negative	hsa-miR-630
2033	EP300	0.00031	0.000394	positive	hsa-miR-342-3p
2033	EP300	0.00031	0.00245	positive	hsa-miR-132
29066	ZC3H7A	0.000311	3.1e-06	negative	hsa-miR-494
26472	PPP1R14B	0.000312	9.22e-07	positive	hsa-miR-183
23504	RIMBP2	0.000313	0.00707	negative	hsa-miR-362-3p
23504	RIMBP2	0.000313	0.104	negative	hsa-miR-30a
23504	RIMBP2	0.000313	0.112	negative	hsa-miR-101
23504	RIMBP2	0.000313	0.863	negative	hsa-miR-339-3p
23504	RIMBP2	0.000313	0.00182	positive	hsa-miR-183
23504	RIMBP2	0.000313	0.00802	positive	hsa-miR-622
23504	RIMBP2	0.000313	0.0106	positive	hsa-miR-498
23504	RIMBP2	0.000313	0.454	positive	hsa-miR-33a
286	ANK1	0.000313	0.000174	negative	hsa-miR-28-5p
286	ANK1	0.000313	0.000455	negative	hsa-miR-218
286	ANK1	0.000313	4.6e-05	positive	hsa-miR-636
286	ANK1	0.000313	0.000143	positive	hsa-miR-671-5p
54529	ASNSD1	0.000313	0.000117	positive	hsa-miR-195
54529	ASNSD1	0.000313	0.000611	positive	hsa-miR-15a
57657	HCN3	0.000313	1.67e-05	negative	hsa-miR-125b
57657	HCN3	0.000313	3.95e-05	negative	hsa-miR-125a-5p
57657	HCN3	0.000313	0.000382	negative	hsa-miR-34a
57657	HCN3	0.000313	0.00118	positive	hsa-miR-1224-5p
11249	NXPH2	0.000316	0.000316	negative	hsa-miR-335
55662	HIF1AN	0.000316	0.00028	negative	hsa-miR-345
55662	HIF1AN	0.000316	0.00464	negative	hsa-miR-636
55662	HIF1AN	0.000316	0.00111	positive	hsa-let-7e
55662	HIF1AN	0.000316	0.00134	positive	hsa-miR-361-3p
55662	HIF1AN	0.000316	0.00184	positive	hsa-miR-31
55662	HIF1AN	0.000316	0.00204	positive	hsa-miR-24
55662	HIF1AN	0.000316	0.00212	positive	hsa-miR-205
55662	HIF1AN	0.000316	0.00213	positive	hsa-let-7c
55662	HIF1AN	0.000316	0.00225	positive	hsa-miR-125a-5p
55662	HIF1AN	0.000316	0.00438	positive	hsa-miR-125b
55662	HIF1AN	0.000316	0.00559	positive	hsa-miR-152
114991	ZNF618	0.000316	7.97e-06	negative	hsa-miR-224
114991	ZNF618	0.000316	8.2e-08	positive	hsa-miR-501-5p
4613	MYCN	0.00032	0.000172	negative	hsa-miR-34a
4613	MYCN	0.00032	0.000215	negative	hsa-miR-29b
4613	MYCN	0.00032	0.000491	negative	hsa-miR-20b
4613	MYCN	0.00032	0.00132	negative	hsa-miR-200b
4613	MYCN	0.00032	0.00169	negative	hsa-miR-101
4613	MYCN	0.00032	0.00185	negative	hsa-miR-20a
4613	MYCN	0.00032	0.00232	negative	hsa-miR-29a
4613	MYCN	0.00032	0.000154	positive	hsa-miR-501-3p
4613	MYCN	0.00032	0.000199	positive	hsa-miR-371-5p
132989	C4orf36	0.000321	0.000321	positive	hsa-miR-665
1452	CSNK1A1	0.000321	1.42e-07	positive	hsa-miR-103
5454	POU3F2	0.000323	0.000656	negative	hsa-miR-454
5454	POU3F2	0.000323	0.00277	negative	hsa-miR-200a
114134	SLC2A13	0.000323	7.57e-05	positive	hsa-miR-1
114134	SLC2A13	0.000323	0.000303	positive	hsa-miR-34a
114134	SLC2A13	0.000323	0.00256	positive	hsa-miR-221
51377	UCHL5	0.000323	3.27e-07	positive	hsa-let-7g
51377	UCHL5	0.000323	6.56e-05	positive	hsa-let-7i
6801	STRN	0.000325	9.18e-05	negative	hsa-miR-874
6801	STRN	0.000325	0.000209	positive	hsa-miR-200b
6801	STRN	0.000325	0.000619	positive	hsa-miR-200a
6801	STRN	0.000325	0.00264	positive	hsa-miR-200c
6801	STRN	0.000325	0.00408	positive	hsa-miR-429
89796	NAV1	0.000325	6.22e-05	negative	hsa-miR-15a
89796	NAV1	0.000325	0.000102	negative	hsa-miR-16
89796	NAV1	0.000325	0.00102	negative	hsa-miR-30b
89796	NAV1	0.000325	0.00219	negative	hsa-miR-29b
89796	NAV1	0.000325	0.00243	negative	hsa-miR-195
89796	NAV1	0.000325	0.0029	negative	hsa-miR-29c
54855	FAM46C	0.000327	4.04e-06	negative	hsa-miR-106b
54855	FAM46C	0.000327	9.28e-05	negative	hsa-miR-33b
54855	FAM46C	0.000327	0.000105	positive	hsa-miR-30c
8643	PTCH2	0.000327	4.85e-05	negative	hsa-miR-16
8643	PTCH2	0.000327	0.000306	negative	hsa-miR-195
84458	LCOR	0.000327	2.94e-06	negative	hsa-miR-381
84458	LCOR	0.000327	0.000414	negative	hsa-miR-494
84458	LCOR	0.000327	0.000513	positive	hsa-miR-203
121256	TMEM132D	0.000327	0.000327	negative	hsa-miR-101
116154	PHACTR3	0.000328	0.000223	negative	hsa-miR-200b
116154	PHACTR3	0.000328	0.000516	negative	hsa-miR-429
84936	ZFYVE19	0.00033	0.00033	positive	hsa-miR-622
23612	PHLDA3	0.000331	4.43e-05	negative	hsa-miR-16
23612	PHLDA3	0.000331	0.000187	negative	hsa-miR-195
23612	PHLDA3	0.000331	0.00132	negative	hsa-miR-15a
23612	PHLDA3	0.000331	0.00224	negative	hsa-miR-15b
23612	PHLDA3	0.000331	0.00036	positive	hsa-miR-622
57182	ANKRD50	0.000334	0.00201	negative	hsa-miR-381
57182	ANKRD50	0.000334	0.0025	negative	hsa-miR-330-3p
57182	ANKRD50	0.000334	2.05e-07	positive	hsa-miR-23b
57182	ANKRD50	0.000334	8.03e-05	positive	hsa-miR-20a
57182	ANKRD50	0.000334	0.00064	positive	hsa-miR-17
6468	FBXW4	0.000334	7.33e-06	positive	hsa-miR-24
6468	FBXW4	0.000334	0.0049	positive	hsa-miR-125b
26053	AUTS2	0.000334	7.88e-11	negative	hsa-miR-153
26053	AUTS2	0.000334	0.000316	negative	hsa-miR-629
440730	TRIM67	0.000334	5.9e-05	negative	hsa-let-7e
440730	TRIM67	0.000334	0.000287	negative	hsa-let-7d
440730	TRIM67	0.000334	0.000974	negative	hsa-let-7g
440730	TRIM67	0.000334	0.00118	negative	hsa-let-7f
440730	TRIM67	0.000334	0.0018	negative	hsa-let-7a
440730	TRIM67	0.000334	0.00205	negative	hsa-let-7c
440730	TRIM67	0.000334	0.00283	negative	hsa-miR-34a
440730	TRIM67	0.000334	0.00595	negative	hsa-miR-128
146722	CD300LF	0.000335	0.000318	negative	hsa-miR-125b
146722	CD300LF	0.000335	0.00898	negative	hsa-miR-125a-5p
57161	PELI2	0.000335	2.66e-05	positive	hsa-miR-27b
5923	RASGRF1	0.000337	0.000337	positive	hsa-miR-630
51547	SIRT7	0.000338	1.55e-05	negative	hsa-miR-125b
51547	SIRT7	0.000338	4e-04	negative	hsa-miR-125a-5p
51547	SIRT7	0.000338	0.00126	negative	hsa-miR-152
9771	RAPGEF5	0.000338	1.94e-08	positive	hsa-miR-93
9771	RAPGEF5	0.000338	3.24e-06	positive	hsa-miR-182
26292	MYCBP	0.00034	0.000495	positive	hsa-let-7f
26292	MYCBP	0.00034	0.000608	positive	hsa-let-7a
26292	MYCBP	0.00034	0.00069	positive	hsa-miR-98
26292	MYCBP	0.00034	0.00179	positive	hsa-let-7g
26292	MYCBP	0.00034	0.00439	positive	hsa-miR-153
161176	SYNE3	0.00034	0.000401	negative	hsa-miR-200a
23271	CAMSAP2	0.000344	1.13e-07	negative	hsa-miR-141
23271	CAMSAP2	0.000344	0.000285	negative	hsa-miR-130b
23271	CAMSAP2	0.000344	0.000163	positive	hsa-miR-374a
23271	CAMSAP2	0.000344	0.00035	positive	hsa-miR-495
23271	CAMSAP2	0.000344	0.000361	positive	hsa-miR-374b
6558	SLC12A2	0.000344	0.000471	positive	hsa-miR-15a
6558	SLC12A2	0.000344	0.00301	positive	hsa-miR-23b
10274	STAG1	0.000345	4.19e-06	positive	hsa-miR-27b
7786	MAP3K12	0.000345	1.73e-10	negative	hsa-miR-19b
7786	MAP3K12	0.000345	4.64e-07	negative	hsa-miR-19a
7786	MAP3K12	0.000345	6.7e-07	negative	hsa-miR-30b
7786	MAP3K12	0.000345	8.77e-07	negative	hsa-miR-30e
7786	MAP3K12	0.000345	0.00282	negative	hsa-miR-93
6450	SH3BGR	0.000345	0.000345	negative	hsa-miR-203
7337	UBE3A	0.000345	4.21e-05	negative	hsa-miR-381
7337	UBE3A	0.000345	0.00109	negative	hsa-miR-300
7337	UBE3A	0.000345	0.0029	negative	hsa-miR-557
7337	UBE3A	0.000345	0.0052	negative	hsa-miR-548c-3p
83959	SLC4A11	0.000346	0.00251	negative	hsa-miR-28-5p
83959	SLC4A11	0.000346	0.0022	positive	hsa-miR-874
5368	PNOC	0.000346	0.00133	negative	hsa-miR-34a
5368	PNOC	0.000346	0.000199	positive	hsa-miR-494
5368	PNOC	0.000346	0.00303	positive	hsa-miR-936
54207	KCNK10	0.000347	0.000365	negative	hsa-miR-363
54207	KCNK10	0.000347	0.000495	negative	hsa-miR-128
54207	KCNK10	0.000347	0.000253	positive	hsa-miR-498
64377	CHST8	0.000347	0.00036	negative	hsa-miR-218
64377	CHST8	0.000347	0.0052	positive	hsa-miR-188-5p
3217	HOXB7	0.000348	0.000159	negative	hsa-miR-455-3p
3217	HOXB7	0.000348	0.0028	negative	hsa-miR-196b
80758	PRR7	0.00035	0.000677	negative	hsa-miR-495
80758	PRR7	0.00035	3.4e-05	positive	hsa-miR-1228
80034	CSRNP3	0.000353	6.27e-06	negative	hsa-miR-20a
80034	CSRNP3	0.000353	0.00124	positive	hsa-miR-605
2673	GFPT1	0.000354	7.98e-06	positive	hsa-miR-19a
79800	ALS2CR8	0.000355	1.52e-06	positive	hsa-miR-145
79800	ALS2CR8	0.000355	1.83e-05	positive	hsa-miR-455-3p
79800	ALS2CR8	0.000355	3.19e-05	positive	hsa-miR-224
79673	ZNF329	0.000355	0.000369	negative	hsa-miR-27a
79673	ZNF329	0.000355	0.000528	negative	hsa-miR-145
54495	TMX3	0.000358	3.26e-09	positive	hsa-miR-20a
5520	PPP2R2A	0.000359	0.000207	positive	hsa-miR-455-3p
5520	PPP2R2A	0.000359	0.000811	positive	hsa-miR-143
5520	PPP2R2A	0.000359	0.00119	positive	hsa-miR-218
383	ARG1	0.000359	0.000359	negative	hsa-miR-340
401190	RGS7BP	0.000362	3.55e-08	negative	hsa-miR-7
401190	RGS7BP	0.000362	0.00109	negative	hsa-miR-153
152816	C4orf26	0.000362	4.83e-05	negative	hsa-miR-195
84901	NFATC2IP	0.000362	0.000464	negative	hsa-miR-363
55273	TMEM100	0.000363	1.49e-06	negative	hsa-miR-15a
55273	TMEM100	0.000363	5.85e-05	negative	hsa-miR-16
55273	TMEM100	0.000363	0.000105	negative	hsa-miR-106b
30815	ST6GALNAC6	0.000364	6.98e-10	negative	hsa-miR-17
30815	ST6GALNAC6	0.000364	1.94e-06	negative	hsa-miR-106a
25972	UNC50	0.000365	0.000255	positive	hsa-miR-1
7466	WFS1	0.000365	2.56e-08	negative	hsa-miR-106b
7466	WFS1	0.000365	5.18e-07	negative	hsa-miR-17
7466	WFS1	0.000365	0.00204	negative	hsa-miR-106a
55632	G2E3	0.000367	8.71e-05	positive	hsa-miR-335
55632	G2E3	0.000367	0.000983	positive	hsa-miR-374a
55632	G2E3	0.000367	0.00189	positive	hsa-miR-26b
55632	G2E3	0.000367	0.00273	positive	hsa-miR-374b
7355	SLC35A2	0.000367	0.000149	negative	hsa-miR-31
7355	SLC35A2	0.000367	5.34e-09	positive	hsa-miR-548c-3p
7355	SLC35A2	0.000367	0.0017	positive	hsa-miR-200c
3358	HTR2C	0.000369	0.000105	negative	hsa-miR-16
3358	HTR2C	0.000369	0.000442	negative	hsa-miR-26a
3358	HTR2C	0.000369	0.000877	negative	hsa-miR-23b
3358	HTR2C	0.000369	0.00203	negative	hsa-miR-26b
155	ADRB3	0.00037	0.000192	negative	hsa-let-7d
155	ADRB3	0.00037	0.000739	negative	hsa-let-7c
155	ADRB3	0.00037	0.00131	negative	hsa-let-7a
23019	CNOT1	0.000373	0.00074	negative	hsa-miR-300
23019	CNOT1	0.000373	0.0023	negative	hsa-miR-181a
3764	KCNJ8	0.000374	5.56e-14	negative	hsa-miR-93
25996	REXO2	0.000375	0.000377	negative	hsa-miR-631
83539	CHST9	0.000375	0.000375	negative	hsa-miR-548c-3p
51119	SBDS	0.000375	0.00109	positive	hsa-miR-378
2914	GRM4	0.000376	0.00212	negative	hsa-miR-29b
2914	GRM4	0.000376	0.00399	negative	hsa-miR-29a
2914	GRM4	0.000376	0.00229	positive	hsa-miR-665
30009	TBX21	0.000376	0.000276	negative	hsa-miR-29b
30009	TBX21	0.000376	0.00216	negative	hsa-miR-29a
30009	TBX21	0.000376	0.00776	negative	hsa-miR-29c
84305	WIBG	0.000377	5.47e-06	negative	hsa-miR-455-3p
84305	WIBG	0.000377	0.0016	negative	hsa-miR-16
84305	WIBG	0.000377	2.1e-05	positive	hsa-miR-141
55139	ANKZF1	0.000378	0.000215	negative	hsa-miR-502-5p
1285	COL4A3	0.000378	0.000142	negative	hsa-miR-20a
1285	COL4A3	0.000378	0.00116	negative	hsa-miR-20b
23080	AVL9	0.000379	1.31e-05	positive	hsa-miR-30b
3215	HOXB5	0.00038	0.000301	negative	hsa-miR-455-3p
3215	HOXB5	0.00038	0.000525	positive	hsa-miR-665
2627	GATA6	0.00038	0.00175	negative	hsa-miR-200a
2627	GATA6	0.00038	0.0021	negative	hsa-miR-363
2627	GATA6	0.00038	0.00459	negative	hsa-miR-10b
2627	GATA6	0.00038	0.0254	negative	hsa-miR-181d
2627	GATA6	0.00038	0.0642	negative	hsa-miR-181c
2627	GATA6	0.00038	0.0777	negative	hsa-miR-196b
2627	GATA6	0.00038	0.202	negative	hsa-miR-10a
2627	GATA6	0.00038	0.466	negative	hsa-miR-32
2627	GATA6	0.00038	0.773	negative	hsa-miR-141
2627	GATA6	0.00038	0.107	positive	hsa-miR-181a
2627	GATA6	0.00038	0.247	positive	hsa-miR-25
2627	GATA6	0.00038	0.449	positive	hsa-miR-92b
2627	GATA6	0.00038	0.58	positive	hsa-miR-196a
2627	GATA6	0.00038	0.645	positive	hsa-miR-92a
5780	PTPN9	0.000382	7.01e-08	positive	hsa-miR-27b
5780	PTPN9	0.000382	2.95e-05	positive	hsa-miR-24
5780	PTPN9	0.000382	8.6e-05	positive	hsa-miR-455-3p
5780	PTPN9	0.000382	0.00074	positive	hsa-miR-128
5780	PTPN9	0.000382	0.000973	positive	hsa-miR-27a
5780	PTPN9	0.000382	0.00191	positive	hsa-miR-22
6926	TBX3	0.000382	0.000382	negative	hsa-miR-93
1902	LPAR1	0.000383	1.63e-13	positive	hsa-miR-23a
79192	IRX1	0.000384	0.000273	positive	hsa-miR-622
5494	PPM1A	0.000384	1.68e-07	negative	hsa-miR-584
5494	PPM1A	0.000384	5.58e-05	negative	hsa-miR-548c-3p
5494	PPM1A	0.000384	0.00483	positive	hsa-miR-377
9132	KCNQ4	0.000385	0.000385	negative	hsa-miR-26a
200424	TET3	0.000386	3.37e-07	negative	hsa-miR-139-5p
200424	TET3	0.000386	8.61e-05	negative	hsa-miR-23b
200424	TET3	0.000386	9.35e-05	negative	hsa-miR-23a
200424	TET3	0.000386	0.00107	negative	hsa-let-7e
200424	TET3	0.000386	0.00134	negative	hsa-miR-149
200424	TET3	0.000386	2.77e-07	positive	hsa-miR-512-3p
200424	TET3	0.000386	1.77e-05	positive	hsa-miR-93
200424	TET3	0.000386	3.85e-05	positive	hsa-miR-106b
200424	TET3	0.000386	4.17e-05	positive	hsa-miR-19a
200424	TET3	0.000386	0.000377	positive	hsa-miR-106a
200424	TET3	0.000386	0.00102	positive	hsa-miR-548c-3p
200424	TET3	0.000386	0.0015	positive	hsa-miR-501-3p
200424	TET3	0.000386	0.0025	positive	hsa-miR-665
23473	CAPN7	0.000389	0.00242	negative	hsa-miR-548c-3p
23473	CAPN7	0.000389	1.19e-06	positive	hsa-miR-340
7352	UCP3	0.00039	8.04e-06	negative	hsa-miR-30c
7352	UCP3	0.00039	0.000357	negative	hsa-miR-152
7352	UCP3	0.00039	0.00262	negative	hsa-miR-454
170394	PWWP2B	0.000391	0.000649	negative	hsa-miR-15a
170394	PWWP2B	0.000391	0.00138	negative	hsa-miR-107
79750	ZNF385D	0.000391	1.29e-05	negative	hsa-miR-141
79750	ZNF385D	0.000391	0.00169	negative	hsa-miR-200a
221662	RBM24	0.000392	0.000176	negative	hsa-miR-148b
221662	RBM24	0.000392	4.71e-06	positive	hsa-miR-222
221662	RBM24	0.000392	1.76e-05	positive	hsa-miR-221
221662	RBM24	0.000392	0.000101	positive	hsa-miR-381
221662	RBM24	0.000392	0.000113	positive	hsa-miR-152
29110	TBK1	0.000393	7.33e-05	positive	hsa-miR-365
29110	TBK1	0.000393	0.000264	positive	hsa-miR-135a
29110	TBK1	0.000393	0.00099	positive	hsa-miR-200b
55975	KLHL7	0.000394	0.000394	positive	hsa-miR-96
56270	WDR45L	0.000395	0.00105	negative	hsa-miR-648
23180	RFTN1	0.000395	8.27e-09	negative	hsa-miR-141
23180	RFTN1	0.000395	0.00474	negative	hsa-miR-200a
29761	USP25	0.000396	2.36e-06	negative	hsa-miR-622
29761	USP25	0.000396	3.41e-09	positive	hsa-miR-27b
29761	USP25	0.000396	2.09e-06	positive	hsa-miR-26b
29761	USP25	0.000396	6.08e-05	positive	hsa-miR-340
55322	C5orf22	0.000396	0.000396	positive	hsa-miR-7
2561	GABRB2	0.000399	6.36e-05	negative	hsa-miR-23b
57528	KCTD16	4e-04	0.000221	negative	hsa-miR-199b-3p
57528	KCTD16	4e-04	0.00195	negative	hsa-miR-10b
57565	KLHL14	0.000401	0.000647	negative	hsa-miR-429
83543	AIF1L	0.000403	4.36e-09	negative	hsa-miR-218
51058	ZNF691	0.000404	0.000423	negative	hsa-miR-125a-5p
51058	ZNF691	0.000404	0.000733	negative	hsa-miR-16
51058	ZNF691	0.000404	0.00208	negative	hsa-miR-125b
51058	ZNF691	0.000404	0.00211	negative	hsa-miR-195
9627	SNCAIP	0.000404	1.83e-06	positive	hsa-miR-24
3949	LDLR	0.000404	2.48e-05	negative	hsa-miR-484
3949	LDLR	0.000404	6.19e-05	negative	hsa-miR-93
3949	LDLR	0.000404	0.000111	negative	hsa-miR-130b
3949	LDLR	0.000404	0.000397	negative	hsa-miR-106b
3949	LDLR	0.000404	0.000123	positive	hsa-miR-30e
3949	LDLR	0.000404	0.00337	positive	hsa-miR-30c
23512	SUZ12	0.000406	0.000124	negative	hsa-miR-188-5p
23512	SUZ12	0.000406	7.04e-05	positive	hsa-miR-128
23512	SUZ12	0.000406	0.000483	positive	hsa-miR-200b
23262	PPIP5K2	0.000409	2.86e-05	positive	hsa-miR-30b
9138	ARHGEF1	0.000409	1.35e-05	negative	hsa-miR-125a-5p
4320	MMP11	0.00041	0.000338	negative	hsa-miR-125b
2556	GABRA3	0.000411	0.000411	negative	hsa-miR-34a
201965	RWDD4	0.000411	2.48e-05	negative	hsa-miR-494
